flight_id,avg_tas,avg_wind_u,avg_wind_v,climb_rate_mean,climb_rate_max,descent_rate_mean,descent_rate_min,max_crz_alt,adsb_inflight_time,landing_tas,landing_temp,dep_temp,dep_tas,init_climb_rate,time_to_10k,dep_sc,landing_sc,climb_efficiency,mean_crz_alt,crz_tas,crz_wind_u,crz_wind_v,crz_wind_tot,crz_gnd_speed,fuel_efficiency_proxy
249644429,,,,,,,,,,,,,,,,,,,,,,,,,
249672213,402.3584962450158,13.844599365609248,-2.185789431837984,1523.5502958579882,7500.0,-12762.752525252525,-126750.0,360.25,2.8666666666666667,153.45040031419379,278.7656874535169,286.5975141480899,177.12531566641388,2453.3333333333335,5.333333333333333,0.006257967195594235,0.004427691145377301,3.9694750635936176,360.00492424242424,434.94243414026346,16.426282433309215,6.318249232659395,23.70610254270398,425.16212121212124,9.780312928142223
249672455,350.2036729262275,19.211864552632694,-6.0740813090243675,1411.023622047244,3328.0,-770.0562248995984,-3456.0,340.25,2.3833333333333333,176.43230205689784,216.45023580106218,280.5125074673276,162.9401844249298,1152.0,5.0,0.005130759080796251,4.175467464256104e-05,4.061005733451175,320.13070776255705,420.9270993758622,20.94143437807654,-14.715661644450707,30.001628039697017,399.2922374429224,21.634861932939828
249672460,258.5674812241258,13.71583716022877,1.9160590393231554,1921.7297297297298,4864.0,-866.2857142857143,-1472.0,130.0,0.4666666666666667,130.18268936008872,282.3935927105046,278.81284181700266,53.52298369219161,-42.666666666666664,4.333333333333333,0.004107973779960876,0.003958828804575067,7.993704328274311,115.61458333333334,316.93271767438085,15.964503082827719,1.2887122531114186,16.217912404292967,323.0416666666667,-6.108948992285832
249672467,399.0514622601093,24.885316015842925,-19.988719593155423,1517.903448275862,3392.0,-1251.6666666666667,-3520.0,370.5,2.0,124.86293420829915,286.27799203150283,277.8964281516664,96.92103435016254,0.0,4.833333333333333,0.0030259581422789894,0.00601247368210696,4.302867979120642,357.18424479166663,451.71908304277554,34.21443670563026,-24.689751698990403,43.66553582430213,465.4270833333333,-13.708000290557777
249665992,348.9952329278226,9.969101349770758,-13.549679979094737,2703.283582089552,5056.0,-1219.2201257861636,-2688.0,330.0,0.8416666666666667,122.04416523962821,278.10223490697217,267.7398553471995,158.73361841124031,3178.6666666666665,3.3333333333333335,0.0019515180514083179,0.004082032810089056,7.560527633995658,330.0,429.1894330192276,9.193112898877303,-14.040552452943556,16.81622256285429,444.4102564102564,-15.22082339102883
249672474,411.2126699487262,3.372678203185193,-11.746243336755064,1415.7575757575758,3136.0,-1048.1568627450981,-3072.0,330.5,4.447222222222222,138.59541769103544,284.61461775630437,281.3876121012987,162.05964997206863,1130.6666666666667,5.166666666666667,0.00512378409838345,0.007156277833533163,4.040473925451873,326.28688197767144,437.95606109751924,4.436194692137019,-12.999269986150082,17.92251429277095,433.6379585326954,4.318102564823846
249659837,404.1947263816711,24.923552557672977,11.428760774111575,1625.1968503937007,4288.0,,,350.25,1.1,428.4185798326201,227.2582557306456,280.33447644276305,39.52503655015579,-42.666666666666664,4.833333333333333,0.003624508107603807,8.47602284835219e-05,5.124512749211708,346.18333333333334,438.6318531124612,24.61660473184007,9.587621587018226,28.88922999593991,445.0777777777778,-6.445924665316568
249660964,422.3254212182689,19.833834645567403,0.22103850347132564,1837.5111111111112,4288.0,-1109.0526315789473,-2816.0,390.25,2.8833333333333333,137.01756114488717,229.565218741665,232.41624600208317,,,16.333333333333332,0.0001565806357369787,3.398857083894414e-05,4.492204052805998,371.6774132730015,463.99966345992965,24.26051123670444,2.329742478720336,27.827641877611775,481.73015873015873,-17.730495270229085
249663622,353.8454055639079,23.554090816960446,-29.80508337094106,1936.1553398058252,4800.0,-1465.4598540145985,-3968.0,330.25,0.7805555555555556,131.96051688243523,283.5974860383274,281.25034660743245,153.36618873933494,2666.6666666666665,4.0,0.004189502549858741,0.004519700552268446,4.838978938173347,329.95,469.2214864328527,36.387097972731084,-52.44586092854105,63.8531472893887,529.3666666666667,-60.14518023381396
