flight_id,avg_tas,avg_wind_u,avg_wind_v,climb_rate_mean,climb_rate_max,descent_rate_mean,descent_rate_min,max_crz_alt,adsb_inflight_time,landing_tas,landing_temp,dep_temp,dep_tas,init_climb_rate,time_to_10k,dep_sc,landing_sc,climb_efficiency,mean_crz_alt,crz_tas,crz_wind_u,crz_wind_v,crz_wind_tot,crz_gnd_speed,fuel_efficiency_proxy
251939851,363.2517329448911,9.99654078944416,-3.965228760160699,1249.28,3520.0,-1141.3333333333333,-2432.0,340.5,2.1166666666666667,150.03118102981458,292.8889467354263,278.5795364161247,194.64607678356558,1024.0,5.166666666666667,0.004332118713262039,0.00873751550781565,3.3142851078957283,340.03723404255317,431.89240426141754,16.14820024398757,-5.203067686927089,16.989556892743636,416.0425531914894,15.84985106992815
251945260,488.1840270585449,26.055837446819613,-5.750524303823183,1510.3184713375797,3456.0,-1509.1494252873563,-3840.0,390.0,7.316666666666666,148.09874035702526,287.8902126757082,295.34590979043344,185.06082343308918,3200.0,4.333333333333333,0.01334959591714219,0.0074008751794825845,3.2788970781420694,383.5787828947369,506.6785085911837,28.30256915884372,-7.124004753818112,34.51145830254189,531.9543859649123,-25.275877373728576
251939848,471.22969676400635,16.794264514671507,5.921123211205607,972.5125495376486,3264.0,-1444.4137931034484,-3712.0,410.0,7.466666666666667,134.05385937392649,285.1957811742121,298.0525091596779,173.11691449643743,1877.3333333333333,4.5,0.015903954255952247,0.007420945327699848,1.9861277103168071,403.0030737704918,511.8726797365722,30.906972308674106,6.681263926403297,31.760457855049864,543.25,-31.377320263427805
251957822,434.63337929608775,32.839496264296415,-0.3381155262658607,1932.3302752293578,4160.0,-1550.5454545454545,-3072.0,350.25,1.7333333333333334,130.46468129991496,284.9996584619811,287.34584160849295,153.32513235000704,3434.6666666666665,3.3333333333333335,0.008071413905910194,0.005993344202450984,4.697653671157106,350.0625,490.64357981251095,40.45187183487492,0.8066744802517354,43.201609358032016,525.421875,-34.77829518748905
251970149,339.704359994242,10.881780292588822,-0.41284575850538957,1827.6288659793815,3264.0,-1437.3333333333333,-2368.0,290.25,0.75,69.3852132781775,294.01681432483167,296.96672429651323,157.61571371851895,2538.6666666666665,4.333333333333333,0.01101688543294009,0.00785304369240857,5.114387098635433,290.0,446.22669952090473,15.30549646832358,0.4588326230775716,15.340770574095538,458.6458333333333,-12.419133812428583
251950663,396.5069531390989,21.769196474967476,2.1388855854572477,1884.9391304347826,3904.0,-1392.0,-3840.0,380.25,1.65,128.95203014111632,284.936042290805,288.67338853481874,152.6608147711805,2837.3333333333335,3.6666666666666665,0.007389243181966062,0.005863839323048877,4.802126716880815,379.25816993464053,453.4304299405472,22.237509841043675,4.891325751592283,26.007502382326,464.0980392156863,-10.667609275139114
251968438,316.72147561039026,10.017289003415808,0.3251905995413836,1559.9304347826087,3520.0,-1163.0344827586207,-2752.0,300.0,0.9666666666666667,146.8401673781795,296.9141728915148,294.1187488015761,50.478837315633484,-21.333333333333332,6.0,0.007865232799119704,0.01030755485755176,4.863285168216445,269.8416666666667,388.1822255192675,13.847987027707317,1.4974604203237127,14.954890556876942,376.1166666666667,12.065558852600816
251971930,359.43091171020046,9.116703779803212,0.27426629436099814,2132.453608247423,4544.0,-1110.021505376344,-2240.0,350.25,1.1333333333333333,127.57681517791485,292.4145412683189,291.75592127508,104.52265362692562,106.66666666666667,4.166666666666667,0.007362865225656257,0.007475369021648302,5.928745449855255,346.66435185185185,426.9629844013046,9.60156002514708,3.723769022925677,10.311733255032424,436.94444444444446,-9.981460043139862
251971931,422.04712940587984,16.210108672581256,-1.2769246424031204,1410.3188405797102,3200.0,-1405.7777777777778,-2816.0,350.5,1.7,138.34913564879253,291.70689702910266,287.42260734618316,159.7157549448867,2602.6666666666665,4.666666666666667,0.008403327786597154,0.007472366480623879,3.0665385160792225,350.01143790849676,471.6174288971667,16.334231894936906,1.558793638993842,16.860479075006253,486.7843137254902,-15.166884828323532
251956158,321.85606313536243,9.235676380508803,-3.30367852605018,2153.904761904762,4480.0,-1508.0296296296297,-3392.0,350.25,1.0833333333333333,119.89211990123178,247.9021906221079,266.6256638822151,,,7.333333333333333,0.0013184658125860215,0.0005586262696629144,6.085704675412042,316.8571428571429,409.23319116333715,6.39949833107111,-5.126353032252927,8.976899335004248,402.71794871794873,6.515242445388424
251973935,478.78862275681837,20.70093410723097,-16.528838533375513,1611.1844660194174,3008.0,-1278.2222222222222,-3264.0,370.0,8.333333333333334,136.53357835281423,286.2487492669941,290.6024150118566,249.88644163319935,1642.6666666666667,5.5,0.011947951717920981,0.007622252537294817,3.9560418603542393,352.65597098214283,494.2999400374467,21.79156464751304,-18.772643186275943,35.62307384545365,512.7135416666666,-18.413601629219954
251968610,370.0206569165977,9.241120208869656,-1.7604025204303233,1467.187969924812,3200.0,-1243.5862068965516,-2240.0,330.5,1.1833333333333333,185.7557414671032,297.94435810204254,292.28974464575805,94.85711348120758,0.0,5.5,0.0077777971502034126,0.006130606920492266,3.84747032611696,330.0395833333334,448.21475541711067,12.869560987679924,-1.1388456265531228,12.98157806863571,453.35833333333335,-5.143577916222682
251977461,477.3790142340043,4.844585178940156,-3.27679700716692,1079.0927835051546,3136.0,-1378.3703703703704,-2304.0,370.0,8.1,143.72679199380792,289.38140586191565,293.4439667446004,248.98975801382437,2112.0,7.333333333333333,0.012657406432700833,0.0061355587408383145,2.4137994649940038,369.3301219032639,488.8279670440547,5.63802008412002,-3.3585888287412375,9.012234495212008,486.257766417617,2.570200626437668
251950909,501.9206438012359,30.892678183988206,1.6569552809228787,1568.4444444444443,3264.0,-1461.3333333333333,-3968.0,400.25,8.41388888888889,146.91868901524683,300.3307381693179,291.07611807470363,206.74020314289965,1237.3333333333333,5.0,0.01061146442796159,0.007801531330227084,3.5640839513965594,383.2479584261322,517.6883605479777,34.16671651063883,-0.11246499372917643,38.52781323487973,550.9142538975501,-33.2258933495724
251955934,428.5254077044516,27.28996968094719,-14.204147930780142,1528.9379310344827,4224.0,-1233.3714285714286,-2880.0,400.0,6.816666666666666,136.58024050283908,290.4108873131231,288.36474873295657,161.3299224287857,2304.0,4.5,0.006170997241358528,0.008861585528525425,4.7226636559231405,385.77941882805,447.67328862523283,28.468287737407696,-16.7511773722488,35.298673648887586,429.69164265129683,17.981645973935997
251955989,289.8609282020265,26.387409877810097,-5.199166009050272,1725.0642201834862,3072.0,-1197.763440860215,-3328.0,350.25,1.0166666666666666,166.82327662679506,216.85964417379012,287.4706629763996,147.1391852016018,2261.3333333333335,5.333333333333333,0.008350885020583669,4.287429771875908e-05,5.6270050275317205,229.67708333333331,345.8499794252823,29.460348953321084,-6.359185640359464,32.111687282911525,317.93055555555554,27.919423869726756
251970128,385.56282002270024,27.29545041579277,-0.9844846565049837,1885.3333333333333,3648.0,-1234.4242424242425,-3456.0,390.5,2.0,114.70576477920416,229.5669184866953,224.65596157705414,,,14.666666666666666,0.00011990494023610495,5.733128446419148e-06,4.771485816724665,372.6346685082873,461.55856402646384,37.37358299133629,-0.18106902047785903,38.22784648188369,489.4537037037037,-27.895139677239854
251952428,397.66644534834086,1.6049232717921431,-6.591744546446332,1441.4267515923566,3392.0,-1196.9005235602094,-4736.0,380.25,2.0833333333333335,107.04423812553897,251.9998173862433,291.83819163934567,162.52624408684804,1984.0,4.833333333333333,0.010621420959563914,0.0006815396318524782,4.0488066697677745,363.2866915422885,443.65775682302797,-0.9106744826277651,-5.720867177372091,12.025411013846963,436.5348258706468,7.122930952381182
