flight_id,avg_tas,avg_wind_u,avg_wind_v,climb_rate_mean,climb_rate_max,descent_rate_mean,descent_rate_min,max_crz_alt,adsb_inflight_time,landing_tas,landing_temp,dep_temp,dep_tas,init_climb_rate,time_to_10k,dep_sc,landing_sc,climb_efficiency,climb_in_phases,cruise_in_phases,descent_in_phases,ground_in_phases,mean_crz_alt,crz_tas,crz_wind_u,crz_wind_v,crz_wind_tot,crz_gnd_speed,fuel_efficiency_proxy
255313306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255313378,483.5122893809711,20.46021849035547,-3.7225145092976937,1747.0413223140497,3200.0,-1272.5333333333333,-2880.0,370.25,9.016666666666667,150.5964552099367,292.2007433476148,295.957564683562,194.207049682043,2325.3333333333335,4.5,0.010173878162711281,0.008203644707756627,3.909670975975143,1.0,1.0,1.0,0.0,359.2973019125683,496.985219986098,21.41010575987021,-4.14696467648828,26.69270045869248,519.4105191256831,-22.425299139585093
255335430,407.30032494284404,28.058401949102688,-5.394851530438068,1654.9291338582677,2880.0,-1723.936507936508,-3328.0,350.25,1.1333333333333333,144.73137834643777,285.9629199912231,286.1373493558892,165.23343615779524,2709.3333333333335,4.333333333333333,0.00713630084347632,0.007724244328931844,3.8960441923404887,1.0,1.0,1.0,0.0,350.0288461538462,485.8158453896754,40.09652860417381,-8.490715292346401,41.10307568153248,523.8846153846154,-38.06876999493994
255333567,415.6162132385122,12.902472904423957,-6.617946617252686,1307.6258992805756,3904.0,-1418.2028985507247,-2880.0,340.5,1.9,138.52336841173516,294.2825847949031,289.29519740863265,176.04016502247052,874.6666666666666,5.0,0.006773557205209015,0.010311417983430491,3.371232495594918,1.0,1.0,1.0,0.0,339.40256410256416,450.9413893221609,13.962251743765657,-7.1149247046592885,18.48910844462304,436.52564102564105,14.415748296519837
255333129,342.2544721617499,21.173619554195238,1.3044584148027962,1756.235294117647,3520.0,-1233.6410256410256,-2880.0,320.25,1.1333333333333333,135.18836966131883,289.68119702097374,287.5189191365664,161.2802178741812,2666.6666666666665,4.166666666666667,0.007266067470956444,0.00827048616508771,5.138873748529791,1.0,1.0,1.0,0.0,320.02222222222224,421.48367139345606,37.01681035952416,6.793512268853005,37.68896336272833,387.0888888888889,34.39478250456716
255315168,392.5916181937299,6.3656463384323905,-1.4942074366431315,1521.4344827586208,3840.0,-1195.3333333333333,-3968.0,370.5,1.7833333333333334,130.05469590899537,297.54970428141024,286.1735243637981,95.65431575167199,341.3333333333333,4.5,0.007367622321408546,0.013682620426329145,3.774561133353865,1.0,1.0,1.0,0.0,370.02859477124184,448.2866042580787,3.762249623533484,-4.70815687247228,11.762281648943862,452.16993464052285,-3.8833303824441714
255332235,385.71549431580377,16.92328257375244,-1.5806966495419164,1416.7272727272727,3264.0,-1006.5964912280701,-2816.0,350.5,1.75,140.86235812725553,291.44027657299876,289.9409141448419,200.21938559085055,874.6666666666666,7.333333333333333,0.008181656073503314,0.010854639407497146,3.545645867698083,1.0,1.0,1.0,0.0,350.0823863636364,457.9613278116062,24.99751597898091,-1.7061088926610335,31.123341171592642,472.1780303030303,-14.216702491424087
255339353,413.7337901468356,18.09860035444214,-10.706794146212196,1821.732283464567,4544.0,-1728.4848484848485,-4224.0,390.5,1.7166666666666666,113.91028668860586,286.54531689864683,286.1309275172811,94.64855844522644,1002.6666666666666,3.6666666666666665,0.007374981938891117,0.006169668990550678,4.9152326322498405,1.0,1.0,1.0,0.0,389.9901129943503,455.5812486147278,22.743574400247255,-12.472061119712295,26.266721932457187,465.5282485875706,-9.946999972842775
255326078,376.76616331136086,27.807021764912992,3.4362312641670867,1545.7103448275861,4032.0,-1544.4444444444443,-4288.0,380.5,1.2333333333333334,139.2928789124117,289.7102436806441,293.1786788098617,177.83285286830883,2026.6666666666667,4.833333333333333,0.010501204996247883,0.007327532456897189,4.358347107438017,1.0,1.0,1.0,0.0,375.3669871794872,419.1931918969122,42.70174132655946,8.325881620969117,43.81489124888635,396.4230769230769,22.77011497383529
255316255,430.2065887432847,19.68438254450032,-1.8571833118576708,1446.974358974359,3648.0,-1234.8235294117646,-3008.0,390.0,6.466666666666667,141.8591637616693,295.7051409746012,219.49248538153194,88.61399174705758,42.666666666666664,13.666666666666666,6.497734815775095e-05,0.009384309613955456,3.785540592664643,1.0,1.0,1.0,0.0,374.0255591054313,446.99444471168385,20.437927167147656,-2.194282409936296,25.189688064833884,425.38907103825136,21.605373673432496
255340635,352.70666857459486,9.042464959265194,8.56462707199283,1844.078431372549,4288.0,-1353.9310344827586,-4416.0,360.0,1.4833333333333334,116.52963826434154,266.04784867855136,300.0329602591915,117.79063418860179,746.6666666666666,4.833333333333333,0.011194800766962259,0.003735283018063652,4.73745718315535,1.0,1.0,1.0,0.0,338.33333333333337,419.65084725650877,10.056560294964992,9.895217723698165,17.98042797999553,430.2264957264957,-10.575648469986959
255343670,373.2484283994639,16.24404466233756,5.137202733509328,1441.1510791366907,3456.0,-1314.6163522012578,-2368.0,410.0,1.1666666666666667,128.56384970385344,208.1507786699817,220.3617355797367,93.60931673461208,810.6666666666666,19.166666666666668,7.461520738577833e-05,1.7756735081261757e-05,3.4984282221446033,1.0,1.0,1.0,0.0,255.10208333333333,476.3076083533102,16.352352855411972,9.717012579213048,21.305977215740484,497.6111111111111,-21.303502757800914
255327360,440.71459428256213,15.203043516714587,-2.422612240205332,1294.9942857142858,3008.0,-1128.421052631579,-3136.0,400.25,7.65,149.40153700535552,295.1558230261643,286.25931426677255,108.6151370613282,170.66666666666666,5.833333333333333,0.007369484463692604,0.009322651003083951,3.508926221258806,1.0,1.0,1.0,0.0,374.890562248996,455.96761521275823,16.835569686194653,-1.3981643588654344,20.175137288703883,438.62539045069167,17.342224762066564
255313755,447.41504669211,18.334366203362503,0.08339441265236909,1800.4628099173553,3392.0,-1253.3333333333333,-2944.0,370.25,3.0,160.16402890632153,294.43502492807863,289.5769432980973,190.33238783569638,2154.6666666666665,4.166666666666667,0.008870099502080016,0.007774084026282406,4.361394166282957,1.0,1.0,1.0,0.0,366.95866666666666,491.44164430724925,24.60647473170241,2.3799501779889276,29.51970397175227,512.9946666666667,-21.55302235941747
